YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,date,flight_depart_delayed,AIR_SYSTEM_DELAY_pct,SECURITY_DELAY_pct,AIRLINE_DELAY_pct,LATE_AIRCRAFT_DELAY_pct,WEATHER_DELAY_pct
2015,5,6,3,VX,260,N642VA,LAS,JFK,2210,2303.0,53.0,14.0,2317.0,289.0,299.0,274.0,2248,651.0,11.0,559,702.0,63.0,0,0,,0.0,0.0,63.0,0.0,0.0,2015-05-06,1,0.0,0.0,118.87,0.0,0.0
2015,5,27,3,EV,5028,N843AS,DTW,LEX,1539,1535.0,-4.0,16.0,1551.0,78.0,68.0,50.0,296,1641.0,2.0,1657,1643.0,-14.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-05-27,0,0.0,0.0,0.0,0.0,0.0
2015,5,29,5,OO,7397,N431SW,SLC,SGU,2200,2156.0,-4.0,15.0,2211.0,62.0,62.0,43.0,272,2254.0,4.0,2302,2258.0,-4.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-05-29,0,0.0,0.0,0.0,0.0,0.0
2015,6,13,6,WN,1764,N268WN,MDW,PHL,1815,1902.0,47.0,10.0,1912.0,115.0,109.0,92.0,668,2144.0,7.0,2110,2151.0,41.0,0,0,,0.0,0.0,23.0,18.0,0.0,2015-06-13,1,0.0,0.0,48.94,38.3,0.0
2015,5,19,2,OO,4505,N609SK,SEA,BOI,1150,1143.0,-7.0,12.0,1155.0,92.0,88.0,71.0,399,1406.0,5.0,1422,1411.0,-11.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-05-19,0,0.0,0.0,0.0,0.0,0.0
2015,5,6,3,DL,1391,N974AT,HOU,ATL,1225,1217.0,-8.0,11.0,1228.0,126.0,118.0,92.0,696,1500.0,15.0,1531,1515.0,-16.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-05-06,0,0.0,0.0,0.0,0.0,0.0
2015,6,4,4,UA,1632,N17719,DCA,ORD,840,837.0,-3.0,30.0,907.0,126.0,132.0,88.0,612,935.0,14.0,946,949.0,3.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-06-04,0,0.0,0.0,0.0,0.0,0.0
2015,5,24,7,DL,2228,N591NW,DTW,MCO,730,739.0,9.0,12.0,751.0,150.0,146.0,125.0,957,956.0,9.0,1000,1005.0,5.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-05-24,0,0.0,0.0,0.0,0.0,0.0
2015,6,11,4,WN,584,N784SW,ONT,SMF,530,529.0,-1.0,9.0,538.0,75.0,70.0,57.0,390,635.0,4.0,645,639.0,-6.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-06-11,0,0.0,0.0,0.0,0.0,0.0
2015,6,3,3,DL,2647,N808DN,SEA,DTW,940,935.0,-5.0,19.0,954.0,255.0,250.0,226.0,1927,1640.0,5.0,1655,1645.0,-10.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-06-03,0,0.0,0.0,0.0,0.0,0.0
2015,5,29,5,DL,1569,N967AT,ATL,EVV,2135,2132.0,-3.0,14.0,2146.0,81.0,73.0,54.0,350,2140.0,5.0,2156,2145.0,-11.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-05-29,0,0.0,0.0,0.0,0.0,0.0
2015,5,28,4,WN,983,N203WN,SNA,SFO,1345,1351.0,6.0,21.0,1412.0,80.0,92.0,61.0,372,1513.0,10.0,1505,1523.0,18.0,0,0,,12.0,0.0,2.0,4.0,0.0,2015-05-28,0,200.0,0.0,33.33,66.67,0.0
