YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,date,flight_depart_delayed,AIR_SYSTEM_DELAY_pct,SECURITY_DELAY_pct,AIRLINE_DELAY_pct,LATE_AIRCRAFT_DELAY_pct,WEATHER_DELAY_pct
2015,11,7,6,WN,3010,N754SW,LAS,ELP,1855,1850.0,-5.0,10.0,1900.0,95.0,94.0,76.0,583,2116.0,8.0,2130,2124.0,-6.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-07,0,0.0,0.0,0.0,0.0,0.0
2015,11,4,3,UA,1904,N75436,EWR,PHX,730,725.0,-5.0,13.0,738.0,341.0,319.0,299.0,2133,1037.0,7.0,1111,1044.0,-27.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-04,0,0.0,0.0,0.0,0.0,0.0
2015,11,2,1,OO,5525,N978SW,DEN,TUS,2200,2150.0,-10.0,9.0,2159.0,126.0,108.0,94.0,639,2333.0,5.0,6,2338.0,-28.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-02,0,0.0,0.0,0.0,0.0,0.0
2015,10,12,1,EV,5355,N605QX,10785,11433,600,558.0,-2.0,22.0,620.0,117.0,115.0,81.0,537,741.0,12.0,757,753.0,-4.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-10-12,0,0.0,0.0,0.0,0.0,0.0
2015,10,16,5,AA,851,N186US,14100,11292,1835,1831.0,-4.0,19.0,1850.0,265.0,256.0,227.0,1558,2037.0,10.0,2100,2047.0,-13.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-10-16,0,0.0,0.0,0.0,0.0,0.0
2015,10,27,2,EV,4396,N12201,15919,12266,1157,1151.0,-6.0,10.0,1201.0,105.0,104.0,78.0,438,1319.0,16.0,1342,1335.0,-7.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-10-27,0,0.0,0.0,0.0,0.0,0.0
2015,10,12,1,AA,120,N3GFAA,12889,12478,1110,1103.0,-7.0,18.0,1121.0,314.0,294.0,269.0,2248,1850.0,7.0,1924,1857.0,-27.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-10-12,0,0.0,0.0,0.0,0.0,0.0
2015,10,11,7,DL,1104,N140LL,12173,14869,2100,2056.0,-4.0,25.0,2121.0,375.0,365.0,335.0,2994,656.0,5.0,715,701.0,-14.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-10-11,0,0.0,0.0,0.0,0.0,0.0
2015,10,21,3,DL,1174,N981AT,12953,14027,1025,1020.0,-5.0,21.0,1041.0,187.0,161.0,135.0,1035,1256.0,5.0,1332,1301.0,-31.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-10-21,0,0.0,0.0,0.0,0.0,0.0
2015,10,26,1,DL,699,N319US,11433,10397,1905,1901.0,-4.0,9.0,1910.0,118.0,115.0,97.0,594,2047.0,9.0,2103,2056.0,-7.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-10-26,0,0.0,0.0,0.0,0.0,0.0
2015,11,4,3,WN,1718,N446WN,STL,MSY,2125,2158.0,33.0,10.0,2208.0,105.0,91.0,78.0,604,2326.0,3.0,2310,2329.0,19.0,0,0,,0.0,0.0,19.0,0.0,0.0,2015-11-04,1,0.0,0.0,57.58,0.0,0.0
2015,11,4,3,DL,1163,N921AT,JAN,ATL,1146,1140.0,-6.0,27.0,1207.0,91.0,85.0,50.0,341,1357.0,8.0,1417,1405.0,-12.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-04,0,0.0,0.0,0.0,0.0,0.0
2015,11,17,2,DL,1758,N818DA,ATL,TPA,1905,1903.0,-2.0,11.0,1914.0,86.0,72.0,58.0,406,2012.0,3.0,2031,2015.0,-16.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-17,0,0.0,0.0,0.0,0.0,0.0
2015,10,13,2,WN,2148,N635SW,14576,10821,1810,1808.0,-2.0,7.0,1815.0,70.0,58.0,47.0,277,1902.0,4.0,1920,1906.0,-14.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-10-13,0,0.0,0.0,0.0,0.0,0.0
2015,10,20,2,DL,1767,N938DL,11721,10397,1205,1158.0,-7.0,10.0,1208.0,130.0,116.0,98.0,645,1346.0,8.0,1415,1354.0,-21.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-10-20,0,0.0,0.0,0.0,0.0,0.0
2015,11,15,7,WN,1939,N7828A,LAS,BUF,1740,1842.0,62.0,14.0,1856.0,250.0,245.0,225.0,1986,141.0,6.0,50,147.0,57.0,0,0,,0.0,0.0,25.0,32.0,0.0,2015-11-15,1,0.0,0.0,40.32,51.61,0.0
2015,11,12,4,DL,1324,N909DE,BNA,ATL,800,813.0,13.0,11.0,824.0,75.0,62.0,45.0,214,1009.0,6.0,1015,1015.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-12,0,0.0,0.0,0.0,0.0,0.0
2015,11,18,3,OO,2893,N866AS,LAX,SLC,1344,1358.0,14.0,19.0,1417.0,115.0,112.0,86.0,590,1643.0,7.0,1639,1650.0,11.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-18,0,0.0,0.0,0.0,0.0,0.0
2015,11,18,3,OO,5355,N983CA,LAX,SBA,1629,1627.0,-2.0,13.0,1640.0,48.0,39.0,21.0,89,1701.0,5.0,1717,1706.0,-11.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-18,0,0.0,0.0,0.0,0.0,0.0
2015,11,1,7,WN,1110,N385SW,CLE,BWI,1435,1441.0,6.0,10.0,1451.0,75.0,68.0,52.0,314,1543.0,6.0,1550,1549.0,-1.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-01,0,0.0,0.0,0.0,0.0,0.0
2015,11,7,6,WN,3274,N446WN,MDW,RSW,830,829.0,-1.0,10.0,839.0,175.0,166.0,148.0,1105,1207.0,8.0,1225,1215.0,-10.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-11-07,0,0.0,0.0,0.0,0.0,0.0
2015,10,13,2,B6,124,N934JB,12892,12478,900,901.0,1.0,17.0,918.0,327.0,317.0,290.0,2475,1708.0,10.0,1727,1718.0,-9.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-10-13,0,0.0,0.0,0.0,0.0,0.0
