YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,date,flight_depart_delayed,AIR_SYSTEM_DELAY_pct,SECURITY_DELAY_pct,AIRLINE_DELAY_pct,LATE_AIRCRAFT_DELAY_pct,WEATHER_DELAY_pct
2015,7,6,1,OO,4849,N629BR,LAN,MSP,725,719.0,-6.0,11.0,730.0,95.0,100.0,85.0,455,755.0,4.0,800,759.0,-1.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-07-06,0,0.0,0.0,0.0,0.0,0.0
2015,6,26,5,UA,1980,N29129,MCO,EWR,1640,1636.0,-4.0,11.0,1647.0,185.0,174.0,124.0,937,1851.0,39.0,1945,1930.0,-15.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-06-26,0,0.0,0.0,0.0,0.0,0.0
2015,7,15,3,WN,982,N481WN,BUR,LAS,820,815.0,-5.0,8.0,823.0,60.0,54.0,41.0,223,904.0,5.0,920,909.0,-11.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-07-15,0,0.0,0.0,0.0,0.0,0.0
2015,6,21,7,OO,5292,N916SW,ORD,MBS,1007,1001.0,-6.0,10.0,1011.0,69.0,54.0,39.0,222,1150.0,5.0,1216,1155.0,-21.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-06-21,0,0.0,0.0,0.0,0.0,0.0
2015,7,10,5,B6,1384,N267JB,RDU,BOS,1822,1819.0,-3.0,15.0,1834.0,109.0,107.0,84.0,612,1958.0,8.0,2011,2006.0,-5.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-07-10,0,0.0,0.0,0.0,0.0,0.0
2015,7,1,3,AA,407,N534UW,PHX,SFO,1355,1357.0,2.0,14.0,1411.0,124.0,103.0,85.0,651,1536.0,4.0,1559,1540.0,-19.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-07-01,0,0.0,0.0,0.0,0.0,0.0
2015,6,23,2,EV,3933,N13550,IAH,OKC,1548,1543.0,-5.0,20.0,1603.0,90.0,89.0,62.0,395,1705.0,7.0,1718,1712.0,-6.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-06-23,0,0.0,0.0,0.0,0.0,0.0
2015,6,30,2,EV,4873,N937EV,ATL,CID,2115,2109.0,-6.0,27.0,2136.0,127.0,132.0,101.0,694,2217.0,4.0,2222,2221.0,-1.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-06-30,0,0.0,0.0,0.0,0.0,0.0
2015,7,12,7,UA,498,N417UA,SFO,SAN,2230,2228.0,-2.0,14.0,2242.0,95.0,86.0,69.0,447,2351.0,3.0,5,2354.0,-11.0,0,0,,0.0,0.0,0.0,0.0,0.0,2015-07-12,0,0.0,0.0,0.0,0.0,0.0
2015,7,14,2,OO,6256,N983SW,IDA,DEN,1728,1932.0,124.0,7.0,1939.0,93.0,86.0,71.0,458,2050.0,8.0,1901,2058.0,117.0,0,0,,0.0,0.0,0.0,117.0,0.0,2015-07-14,1,0.0,0.0,0.0,94.35,0.0
